Date,GSPC,Return,VIX,Drawdown,RSI_14,MACD_Hist,Consumer_Sentiment_ZScore,Gold,Oil,true_regime
2010-01-04,1000.0,0.004964903977756248,14.152480635954594,0.0,,0.0,,1800.0,70.0,bull
2010-01-05,1008.1454772842628,0.00814547728426289,14.093171783232293,0.0,,0.5198253309615211,,1792.852256910738,69.04152114388933,bull
2010-01-06,1005.8766790904355,-0.0022504670654665817,11.40871365473997,-0.002250467065466625,,0.672417487415405,,1789.7452497255047,69.47847295908386,bull
2010-01-07,1001.352352535481,-0.004497893876062003,14.339819616597126,-0.00673823857949656,,0.44136074543742143,,1783.509264752788,68.6436617768715,bull
2010-01-08,993.0599492155051,-0.008281204212462385,16.46565816364349,-0.014963642062249857,,-0.25952312399198274,,1784.8692053376092,68.03262561727936,bull
2010-01-11,986.8997160833285,-0.006203284239831641,12.45153576184641,-0.021074102577106294,,-1.0814824183099974,,1797.8685348227289,67.24664545150287,bull
2010-01-12,1010.5781595780826,0.0239927554024698,17.096965302101186,0.0,,-0.02954142796172171,,1789.730927076135,67.14833003118837,bull
2010-01-13,1021.045158841637,0.010357436645894294,15.975549642168676,0.0,,1.2987232967672606,,1800.65709655269,68.10467722977225,bull
2010-01-14,1010.4175133783598,-0.01040859492966417,13.531533356057924,-0.010408594929664151,,1.3813815545741337,,1792.3920220768546,68.11417848314383,bull
2010-01-15,1000.1318029421091,-0.01017966365394856,14.716940725324305,-0.02048230258811849,,0.6976577744755901,,1783.4555797588143,67.76552759336343,bull
2010-01-18,1004.3872922479509,0.004254928493747931,18.196643615282067,-0.01631452482727036,,0.495817804114713,,1792.3934881546586,66.53847149121616,bull
2010-01-19,1009.1863736286986,0.004778118379023735,16.46709562701173,-0.01161435917916898,,0.6401547620488526,,1802.4875640660764,66.99262949680215,bull
2010-01-20,1014.0214568766088,0.004791070682538916,15.017567309796295,-0.006878933712389845,,0.9947408430989648,,1811.8757477601048,66.37865174323062,bull
2010-01-21,1012.3588202976118,-0.0016396463484295827,14.524633366078032,-0.008507301042276809,,1.0455824979295456,,1797.7525668573846,66.48553540696874,bull
2010-01-22,1011.7477260124681,-0.0006036340800232017,15.15321814090332,-0.009105799825461888,58.508215563565756,0.9681017059420705,,1792.906354712918,66.21622754208613,bull
2010-01-25,1014.8062760066673,0.0030230361932748594,13.976472884115394,-0.0061102907946281315,56.10424822746102,1.0462341867895435,,1801.9388942071432,66.89548198951762,bull
2010-01-26,1015.9095166118824,0.0010871440503466433,10.79050098856197,-0.005029789510564746,53.74387336675681,1.090638361977195,,1802.568223246058,66.782640235143,bull
2010-01-27,998.279013467371,-0.01735440298198028,19.08435582106946,-0.02229690349846416,55.56362661957534,-0.0864549977412965,,1791.1360524318898,66.74877367277627,bull
2010-01-28,996.8430918847117,-0.0014383970446015504,15.310649998398803,-0.023703228742969797,48.884604564010125,-0.9337567588182742,,1796.240624742596,67.15119974440323,bull
2010-01-29,990.4520801424369,-0.006411251474082509,15.796294530245074,-0.029962512856833427,52.22593771605732,-1.844028634035838,,1788.7164537803021,68.86243271669609,bull
2010-02-01,992.2365690890751,0.0018016913512680964,14.884184500246182,-0.028214804705841624,52.117671416987505,-2.220106732239436,,1808.1547021639008,69.61037260680948,bull
2010-02-02,1016.3301289213946,0.02428207202082728,13.529766398550823,-0.004617846604935211,38.51760487696753,-0.8128750265254265,,1825.095391760333,69.55027983239286,bull
2010-02-03,1019.7245224805451,0.003339853323794435,14.628151038102459,-0.0012934162114730306,47.81783271591208,0.31921157656466237,,1831.8931138736043,69.56685894206566,bull
2010-02-04,1017.5747010134124,-0.0021082374893791832,11.801210475611377,-0.0033989268723057563,55.72508631405148,0.8649503109250365,,1847.0356160474128,69.14261842536449,bull
2010-02-05,1025.4857459959635,0.0077744120158180175,19.554172996106608,0.0,61.57296755429054,1.6546586304459519,,1847.9383511967555,68.36822466383919,bull
2010-02-08,1029.8558566791455,0.004261503097673701,12.530976003155208,0.0,63.25440878177439,2.3261390879895663,,1856.6100328396724,67.92841122885278,bull
2010-02-09,1033.728893192621,0.0037607559236147304,12.936067432305641,0.0,63.01686873604023,2.8512926431809595,,1873.2569957988883,67.31258668305506,bull
2010-02-10,1039.160936686363,0.005254804745725369,14.1194815912272,0.0,62.53383945442432,3.350195424327925,,1876.2036142372517,67.8538081920344,bull
2010-02-11,1056.673238958354,0.016852348518636335,17.576151449704756,0.0,66.16300793953462,4.569789541174217,,1873.5185360376631,66.99516314860718,bull
2010-02-12,1047.5360718870863,-0.008647107482607327,15.029017998525308,-0.008647107482607268,72.3419606902456,4.466043536031486,,1854.544042877777,68.08038609009013,bull
2010-02-15,1051.9242597979435,0.0041890566144916356,12.527728407939076,-0.0044942740909119094,65.5475474358158,4.391269657464154,,1853.8044485727235,68.70839746516126,bull
2010-02-16,1044.5491672262897,-0.007011049039852307,17.50867672151468,-0.011473813554714366,66.54189594889195,3.577861045785463,,1863.1486223931777,68.73904283629568,bull
2010-02-17,1049.609069070144,0.004844101170737986,16.462001253570964,-0.006685292697649584,73.62774360376446,3.1295483407765747,,1873.9060709625865,68.75305345742868,bull
2010-02-18,1042.3148191450662,-0.006949492091888755,16.076869914432905,-0.013588325400804164,75.95179261202358,2.1380259917302684,,1879.7642581214698,68.30702656807111,bull
2010-02-19,1039.2515241540048,-0.002938934508840675,16.431468482341682,-0.01648732471120701,75.54734305261354,1.1231442673644736,,1873.8471463973008,68.54207193012337,bull
2010-02-22,1037.2138436185926,-0.0019607193139032507,19.788723801164902,-0.01841571700911442,72.94412292574434,0.209715561661465,,1851.808962376486,69.4507416870678,bull
2010-02-23,1045.7257740371506,0.008206533754757673,19.370189790072224,-0.010360312457610045,62.93070546274106,0.08053262578840403,,1846.491880731988,68.87861498149657,bull
2010-02-24,1053.8276762212417,0.007747635551539311,13.626569313993409,-0.0026929448311924006,65.05914364176046,0.4233211338754206,,1843.30470792,67.6249756247932,bull
2010-02-25,1043.747035707339,-0.009565739011571076,18.247769985622305,-0.012232923835335741,69.57104765442666,-0.11736957233872403,,1840.0280977599969,68.20916202804132,bull
2010-02-26,1044.6232330457444,0.0008394728879987898,15.766336379517801,-0.011403720155237574,59.7861703145821,-0.4839567304114265,,1847.0410670310976,68.48830063596988,bull
2010-03-01,1039.1111335231851,-0.0052766388379933814,15.998191632275498,-0.016620185680562147,58.23591203863159,-1.128785199030112,,1869.2315263996766,67.5813521486752,bull
2010-03-02,1029.0649662623837,-0.009668039285402677,11.615458336713342,-0.026127540357874443,53.09262750005576,-2.2009878376626553,,1870.803877623391,67.00010545309837,bull
2010-03-03,1027.689995099502,-0.0013361364033949634,14.659228469223608,-0.027428766803466093,45.06922918138495,-2.92646171842836,,1868.5581819818044,66.32278455071018,bull
2010-03-04,1025.5648736946903,-0.0020678623076465577,13.37435281932687,-0.029439910198094603,32.61756254483403,-3.437785029130512,,1865.838811562181,65.75941313666998,bull
2010-03-05,1045.8851411386622,0.01981373189076418,16.656117629786618,-0.010209492794883718,35.57341338418358,-2.3478308111518373,,1867.4178869973184,65.5171427639188,bull
2010-03-08,1049.9261051795556,0.0038636786028855693,17.14216100080561,-0.006385260390856046,46.98324170172337,-1.344919991694736,,1858.324005283441,65.32068517901679,bull
2010-03-09,1038.7749030056748,-0.010620940006033898,10.851027297967377,-0.01693838292935571,53.26262100786884,-1.4156037419537935,,1859.850044886679,64.82362586654186,bull
2010-03-10,1034.4970284756548,-0.0041181920333675385,14.955930271991459,-0.020986819449085318,44.54439019263201,-1.713624250380172,,1865.0666899549408,64.24682745834542,bull
2010-03-11,1043.363771159496,0.008571066363435187,17.243723009588503,-0.012595632507905742,45.97716046060464,-1.2957478484103788,,1867.5996675790595,64.08329280460957,bull
2010-03-12,1061.2131608867787,0.0171075421829594,14.62664207537311,0.0,52.363881433677754,0.1251379169289457,,1872.9134585289223,64.22506417192162,bull
2010-03-15,1048.1731152399836,-0.012287866497903666,16.45812729000473,-0.012287866497903645,60.79752772874093,0.12862852314068185,,1877.9749802856968,63.994139200611336,bull
