Date,GSPC,Return,VIX,Drawdown,RSI_14,MACD_Hist,Consumer_Sentiment_ZScore,Gold,Oil,true_regime,regime,prob_bull,prob_bear
2010-01-04,1000.0,0.0049649039777562,14.152480635954594,0.0,,0.0,,1800.0,70.0,bull,bull,0.5,0.5
2010-01-05,1008.1454772842628,0.0081454772842628,14.093171783232291,0.0,,0.5198253309615211,,1792.852256910738,69.04152114388933,bull,bull,0.5,0.5
2010-01-06,1005.8766790904356,-0.0022504670654665,11.40871365473997,-0.0022504670654666,,0.672417487415405,,1789.745249725505,69.47847295908386,bull,bull,0.5,0.5
2010-01-07,991.825378377766,-0.0139692081591705,28.349549041492818,-0.0161882379817442,,-0.1666284885591922,,1781.7288939701702,67.99448302478446,bear,bull,0.5,0.5
2010-01-08,967.6513093933768,-0.0243733115842715,33.66414540910873,-0.0401669885976864,,-2.228861500636283,,1783.8372928356384,66.895061295107,bear,bull,0.5,0.5
2010-01-11,961.6486932761644,-0.0062032842398316,12.45153576184641,-0.0461211055901885,,-3.784919091331891,,1796.8291068285455,66.12222339727047,bull,bull,0.5,0.5
2010-01-12,1023.5597105393416,0.0643800773567919,35.24241325525296,0.0,,-0.5994286040602028,,1786.2847076362489,65.87294126360393,bear,bull,0.5,0.5
2010-01-13,1051.076015854282,0.0268829507762093,32.43887410542169,0.0,,3.197359739136679,,1801.1225958505609,67.34874854012732,bear,bull,0.5,0.5
2010-01-14,1019.3086768833056,-0.0302236360565764,26.328833390144812,-0.0302236360565765,,3.387632706244852,,1790.3998347729214,67.27460986556504,bear,bull,0.5,0.5
2010-01-15,989.143179402178,-0.0295940750483585,29.292351813310763,-0.0589232705512424,,1.401941963590429,,1778.7962217537256,66.61098796333549,bear,bull,0.5,0.5
2010-01-18,999.13456743583,0.0101010533578068,37.99160903820516,-0.0494174042932902,,0.7160158234353146,,1790.9787647343064,64.51192262053358,bear,bull,0.5,0.5
2010-01-19,1003.908550675613,0.0047781183790237,16.46709562701173,-0.044875408121964,,0.5461198071757176,,1801.0648734634658,64.95224842690152,bull,bull,0.5,0.5
2010-01-20,1008.7183475007052,0.0047910706825389,15.017567309796297,-0.0402993386916451,,0.7096085271591535,,1810.445647130938,64.35697047053361,bull,bull,0.5,0.5
2010-01-21,1007.0644061456316,-0.0016396463484295,14.524633366078032,-0.0418729083765449,,0.6593679806706791,,1796.333613554363,64.46059879997883,bull,bull,0.5,0.5
2010-01-22,1006.456507749304,-0.0006036340800232,15.15321814090332,-0.0424512665420422,53.39866727900812,0.5430529479228188,,1791.4912264906422,64.19949319068178,bull,bull,0.5,0.5
2010-01-25,1009.499062199187,0.0030230361932748,13.976472884115394,-0.0395565620639743,52.24218306614359,0.623146778486297,,1800.5166366657463,64.85805972174703,bull,bull,0.5,0.5
2010-01-26,1010.5965330984874,0.0010871440503466,10.79050098856197,-0.0385124216947277,51.14424004312243,0.6965962628682711,,1801.1454689797308,64.74865476603594,bull,bull,0.5,0.5
2010-01-27,993.058233610904,-0.0173544029819802,19.08435582106946,-0.0551984645908058,51.90314592915684,-0.4288481568781419,,1789.7223214966018,64.71581967076155,bull,bull,0.5,0.5
2010-01-28,991.6298215825608,-0.0014383970446015,15.310649998398803,-0.0565574643270734,51.122369976709614,-1.217665579395051,,1794.822864804722,65.10598913229947,bull,bull,0.5,0.5
2010-01-29,985.2722334271956,-0.0064112514740825,15.796294530245074,-0.0626061116746186,56.92387483288562,-2.0659338076583182,,1787.304632617005,66.76510342543192,bull,bull,0.5,0.5
2010-02-01,987.047389888806,0.001801691351268,14.884184500246182,-0.0609172172132911,56.8653587489204,-2.383275584063352,,1806.7275385295331,67.49026346043776,bull,bull,0.5,0.5
2010-02-02,1011.0149456980554,0.0242820720208272,13.529766398550825,-0.0381143414481455,37.547430262028,-0.9295083178785124,,1823.6548569602655,67.4320009195898,bull,bull,0.5,0.5
2010-02-03,1014.391587324851,0.0033398533237944,14.62815103810246,-0.0349017844343207,36.3629157500372,0.246201400270049,,1830.4472136798652,67.44807508264704,bull,bull,0.5,0.5
2010-02-04,1012.253008951542,-0.0021082374893791,11.801210475611375,-0.0369364406733092,48.25962534230794,0.8334677893462155,,1845.5777639845055,67.03675557420996,bull,bull,0.5,0.5
2010-02-05,1020.1226809073828,0.007774412015818,19.554172996106608,-0.0294491877656833,64.28744667220379,1.6579273384977908,,1846.4797866114216,66.285947368044,bull,bull,0.5,0.5
2010-02-08,1024.4699368720767,0.0042615030976737,12.530976003155208,-0.0253131824728971,63.25440878177439,2.3592643219506773,,1855.1446237577504,65.85952924256814,bull,bull,0.5,0.5
2010-02-09,1028.3227182557337,0.0037607559236147,12.93606743230564,-0.0216476232502128,63.01686873604023,2.909731769728172,,1871.7784473876104,65.26246074135419,bull,bull,0.5,0.5
2010-02-10,1033.726353355761,0.0052548047457253,14.1194815912272,-0.0165065725378765,62.53383945442432,3.4291206959764993,,1874.7227400810173,65.78719837546791,bull,bull,0.5,0.5
2010-02-11,1051.1470701354112,0.0168523485186363,17.576151449704756,0.0,66.16300793953462,4.6608894002515555,,1872.0397811945368,64.9547049117821,bull,bull,0.5,0.5
2010-02-12,1042.0576884399225,-0.0086471074826073,15.029017998525308,-0.0086471074826074,72.3419606902456,4.572156935420838,,1853.0802644670248,66.006875435961,bull,bull,0.5,0.5
2010-02-15,1046.4229270923636,0.0041890566144916,12.527728407939076,-0.004494274090912,65.5475474358158,4.508632990233776,,1852.3412539184908,66.6157595946353,bull,bull,0.5,0.5
2010-02-16,1039.0864046340932,-0.0070110490398523,17.50867672151468,-0.0114738135547143,66.54189594889195,3.707184143738787,,1861.678052449069,66.6454716058522,bull,bull,0.5,0.5
2010-02-17,1044.1198443032793,0.0048441011707379,16.462001253570964,-0.0066852926976495,73.62774360376446,3.2662041998872056,,1872.4270102409023,66.65905550830954,bull,bull,0.5,0.5
2010-02-18,1036.8637417023094,-0.0069494920918887,16.076869914432905,-0.013588325400804,75.95179261202358,2.28254186098423,,1878.2805735743652,66.22661317039513,bull,bull,0.5,0.5
2010-02-19,1033.816467070855,-0.0029389345088406,16.431468482341682,-0.0164873247112068,75.54734305261354,1.2736971094113905,,1872.368132184357,66.4544998030334,bull,bull,0.5,0.5
2010-02-22,1031.789443156838,-0.0019607193139032,19.788723801164902,-0.0184157170091142,72.94412292574434,0.3641608222963466,,1850.3473427453025,67.33549438757773,bull,bull,0.5,0.5
2010-02-23,1040.2568580499071,0.0082065337547576,19.370189790072224,-0.0103603124576099,62.93070546274106,0.2334491234560491,,1845.0344578354943,66.78079283024145,bull,bull,0.5,0.5
2010-02-24,1048.3163890660671,0.0077476355515393,13.626569313993407,-0.0026929448311923,65.05914364176046,0.5711794375434991,,1841.849800636318,65.56533531579615,bull,bull,0.5,0.5
2010-02-25,1038.2884680867085,-0.009565739011571,18.247769985622305,-0.0122329238353357,69.57104765442666,0.0292149847228806,,1838.575776681388,66.13172927101778,bull,bull,0.5,0.5
2010-02-26,1039.1600831055891,0.0008394728879987,15.7663363795178,-0.0114037201552375,59.7861703145821,-0.3401980960611723,,1845.583210665768,66.40236621039304,bull,bull,0.5,0.5
2010-03-01,1033.6768106521818,-0.0052766388379933,15.998191632275498,-0.0166201856805622,58.23591203863159,-0.9868727676370456,,1867.7561552627387,65.52304047113424,bull,bull,0.5,0.5
2010-03-02,1023.6831826383868,-0.0096680392854026,11.615458336713342,-0.0261275403578745,53.09262750005576,-2.0590209501978567,,1869.3272654408256,64.95949668949743,bull,bull,0.5,0.5
2010-03-03,1022.3154022725204,-0.0013361364033949,14.659228469223608,-0.0274287668034661,45.06922918138495,-2.7864695367011754,,1867.0833423108224,64.3028048138822,bull,bull,0.5,0.5
2010-03-04,1020.2013947856344,-0.0020678623076465,13.37435281932687,-0.0294399101980945,32.61756254483403,-3.301004581202176,,1864.366118270912,63.75659188992016,bull,bull,0.5,0.5
2010-03-05,1040.4153916965006,0.0198137318907641,16.656117629786618,-0.0102094927948837,35.57341338418358,-2.222672029595115,,1865.9439473530497,63.52170029728363,bull,bull,0.5,0.5
2010-03-08,1044.4352223835112,0.0038636786028855,17.14216100080561,-0.006385260390856,46.98324170172337,-1.2308968386618735,,1856.8572433752704,63.33122618161224,bull,bull,0.5,0.5
2010-03-09,1033.3423385463873,-0.0106209400060338,10.851027297967375,-0.0169383829293557,53.26262100786884,-1.3070172908369928,,1858.3820784863133,62.84930570484818,bull,bull,0.5,0.5
2010-03-10,1029.086836360044,-0.0041181920333675,14.95593027199146,-0.0209868194490855,44.54439019263201,-1.6091590032789531,,1863.5946060937597,62.29007472999587,bull,bull,0.5,0.5
2010-03-11,1037.9072079282234,0.0085710663634351,17.243723009588503,-0.012595632507906,45.97716046060464,-1.1989883808089123,,1866.1255844566715,62.131520818384374,bull,bull,0.5,0.5
2010-03-12,1055.6632492698532,0.0171075421829594,14.62664207537311,0.0,52.363881433677754,0.209130298234073,,1871.435181269166,62.26897428361838,bull,bull,0.5,0.5
2010-03-15,1042.691400196082,-0.0122878664979036,16.45812729000473,-0.0122878664979036,60.79752772874093,0.2074687471008474,,1876.49270800285,62.0450825478083,bull,bull,0.5,0.5
2010-03-16,1027.4270288409334,-0.0146393950811123,15.702330935254167,-0.0267473746466491,51.32955010789449,-0.8245049185577962,,1856.730650052231,62.92016665762148,bull,bull,0.5,0.5
2010-03-17,1043.2162411820464,0.0153677214029742,15.683320463905252,-0.0117906994455057,41.90769905606644,-0.4645141141778737,,1864.0113011764147,63.31637825496956,bull,bull,0.5,0.5
2010-03-18,1046.885142379544,0.0035169134189672,14.457370043863405,-0.0083152528956373,52.20903754653591,-0.0233694799338195,,1856.6930267731004,62.12032235440196,bull,bull,0.5,0.5
2010-03-19,1040.031874354596,-0.0065463418550109,12.56683839172858,-0.0148071602625825,53.20671200177339,-0.2259317223246855,,1844.670874481292,62.52315607023434,bull,bull,0.5,0.5
2010-03-22,1044.896137428533,0.0046770326889794,12.756939705149945,-0.010199381146182,52.68514087750952,-0.0730379123131212,,1832.6312408540696,62.989986952615475,bull,bull,0.5,0.5
2010-03-23,1023.2814348296266,-0.020685981912135,16.418705028910633,-0.0306743788444121,58.552234892451054,-1.3950253425224304,,1837.581635375528,62.67397755036613,bull,bull,0.5,0.5
2010-03-24,1023.7183801494306,0.0004270040527772,15.038916511037764,-0.0302604728757178,50.67801258215553,-2.161674796890373,,1835.3113959464852,61.56199258563621,bull,bull,0.5,0.5
2010-03-25,1026.8126399818232,0.0030225693827446,14.72297551078555,-0.0273293678717947,51.56280466034441,-2.365549637112809,,1816.9733082248315,61.58026425355004,bull,bull,0.5,0.5
2010-03-26,1034.8157831340975,0.0077941611163026,14.152219915355294,-0.0197482162518916,45.079725658763984,-1.887335764380682,,1822.3664972588133,61.586883896856975,bull,bull,0.5,0.5
2010-03-29,1026.8361451762464,-0.0077111676183403,14.389622309038495,-0.0273071020645503,46.7481336547612,-2.022352793824077,,1806.807772148044,60.770256915123746,bull,bull,0.5,0.5
2010-03-30,1027.950773030369,0.0010854972912268,17.093823588976278,-0.0262512465586459,47.8236713286613,-1.9496691073513663,,1808.504234828957,59.724119391159405,bull,bull,0.5,0.5
2010-03-31,1020.7516256616668,-0.0070033970084766,14.329511836263949,-0.033070795665505,49.87797941205543,-2.2767348568759056,0.9144600458579252,1811.273043154931,59.67331551349958,bull,bull,0.9942304191384531,0.0057695808615469205
2010-04-01,1023.2453933821084,0.0024430700453945,12.317870573396863,-0.0307085198903782,43.486760132299274,-2.2134421455622837,0.9071480476345848,1821.0783018335069,59.51834831075929,bull,bull,0.9947198332861626,0.005280166713837277
2010-04-02,1016.3254195407447,-0.0067627705789041,16.487303551080345,-0.0372636157944461,35.75659159380341,-2.5045163338834304,0.8219290295419244,1840.72793469574,59.23223263620615,bull,bull,0.9907727705878306,0.009227229412169451
2010-04-05,1013.4138436559656,-0.0028648067132817,14.590246672270563,-0.0400216694510388,37.69947833716325,-2.7409273471615965,0.6052687035300118,1825.8400204797913,59.18479183419501,bull,bull,0.9950885515700272,0.004911448429972948
2010-04-06,1005.7458243389788,-0.0075665231583218,15.062791731065554,-0.0472853677206247,42.63667737393698,-3.227981465425292,0.5370319873732522,1825.4477512832664,58.41341771107116,bull,bull,0.9899610072215004,0.010038992778499565
2010-04-07,1011.3871431190336,0.0056090899345892,18.21515661279902,-0.0419415056661704,27.971039922954503,-2.989873557406023,0.4385970766919615,1822.6036822007627,58.12030809754859,bull,bull,0.9590208883273786,0.040979111672621256
2010-04-08,1018.737509355343,0.0072676089332533,14.958878885298986,-0.0349787111941708,29.760806534270955,-2.1938482073904497,0.5986226843502722,1827.529265217698,58.50389634031339,bull,bull,0.9951259248997653,0.004874075100234776
2010-04-09,1017.2328701584296,-0.0014769645596593,15.578367346237451,-0.0364040134370537,38.06614982332207,-1.6499655136125204,0.491925942067149,1830.076864087068,58.26990175994446,bull,bull,0.9951135116547111,0.004886488345288617
2010-04-12,1017.9509388693912,0.0007059039596802,12.642153017403349,-0.035723807214607,33.833570229452334,-1.1470235502916628,0.2749033870216464,1826.3887514393584,57.112447680176246,bull,bull,0.9963932103358508,0.003606789664148873
